"xexist2"  "yexist2"  "xexist2"  "ynode"  "c#1"  "c#2"  "c#3"  "c#4"  "cannot-link"
"906"  9.44884061798538  0.495878918340055  9.44884061798538  0.627399262750147  1  0  0  0  0
"907"  11.4690426381874  1.20695980808507  11.4690426381874  1.0662054720595  0  1  0  0  0
"908"  12.4791436482884  0.714351654598175  12.4791436482884  0.979073879621608  1  0  0  0  0
"909"  12.9841941533389  5.66544624247412  12.9841941533389  5.37520391323427  0  1  0  0  0
"910"  17.5296486987935  0.592268614113743  17.5296486987935  0.193277388826425  0  0  0  1  0
"911"  18.5397497088945  5.14797100547599  18.5397497088945  4.9807316838474  0  0  1  0  0
"912"  22.075103244248  5.26901374690444  22.075103244248  4.79557286531873  0  0  0  1  0
"913"  26.115507284652  4.96736387857967  26.115507284652  5.23310559006207  0  1  0  0  0
"914"  29.1458103149551  0.157861411610141  29.1458103149551  0.0833935726354711  0  0  1  0  0
"915"  35.7114668806116  6.14714389448967  35.7114668806116  5.6965557615364  0  0  0  1  0
"916"  40.7619719311167  4.38377384862807  40.7619719311167  3.97229148911257  0  0  1  0  0
"917"  47.3276284967733  5.11755931708451  47.3276284967733  4.83129527983677  0  0  0  1  1
"918"  3.38823455737932  5.13272851159403  3.38823455737932  4.77548391081931  0  0  0  1  0
"919"  8.43873960788437  6.27954669496687  8.43873960788437  0.0481089096384979  0  0  0  1  0
"920"  10.9639921331369  5.37848938785589  10.9639921331369  5.79440369078054  0  0  0  1  0
"921"  11.9740931432379  0.327686646911802  11.9740931432379  0.66215647729628  0  0  0  1  0
"922"  12.9841941533389  5.66544624247412  12.9841941533389  6.16531749015497  0  0  0  1  1
"923"  32.6811638503086  0.355967858540514  32.6811638503086  0.65703427532191  0  1  0  0  0
"924"  35.7114668806116  6.14714389448967  35.7114668806116  5.95159784556348  0  0  0  1  0
"925"  36.2165173856622  0.231800758958318  36.2165173856622  6.21099609345151  1  0  0  0  0
"926"  41.2670224361672  5.21627957339595  41.2670224361672  4.99691307976108  1  0  0  0  0
"927"  46.8225779917228  4.65852117158187  46.8225779917228  4.63545189510746  0  1  0  0  0
"928"  47.8326790018238  0.769383408119694  47.8326790018238  0.879484192924366  0  1  0  0  0
"929"  48.3377295068743  2.74493081214414  48.3377295068743  2.52522042345763  1  0  0  0  0
"930"  50.3579315270763  5.63386415026046  50.3579315270763  5.63092103984102  0  1  0  0  1
"931"  8.94379011293488  4.96053622254963  8.94379011293488  5.29400931030373  0  1  0  0  0
"932"  15.0043961735409  3.15872440184186  15.0043961735409  3.61166977067198  0  0  0  1  0
"933"  16.5195476886925  4.70042118543384  16.5195476886925  4.79530737289784  0  0  0  1  0
"934"  25.6104567796015  5.46101197379612  25.6104567796015  5.71191230963886  1  0  0  0  0
"935"  30.6609618301066  5.55065480588864  30.6609618301066  5.51551313877034  0  1  0  0  0
"936"  31.1660123351571  1.01964950065085  31.1660123351571  0.73094466134862  0  0  1  0  0
"937"  34.1963153654601  0.0372454898455731  34.1963153654601  0.23445626436971  0  0  0  1  0
"938"  38.2367194058642  5.36539328262618  38.2367194058642  4.8716662894137  0  0  1  0  0
"939"  40.7619719311167  4.38377384862807  40.7619719311167  4.2421916741686  0  0  1  0  0
"940"  49.3478305169753  5.41142442383206  49.3478305169753  5.88469431389457  0  0  0  1  1
"941"  1.8730830422278  0.163966349372375  1.8730830422278  0.54216269385043  0  0  1  0  0
"942"  5.40843657758134  6.22193565878971  5.40843657758134  0.271554631710512  0  0  1  0  0
"943"  16.0144971836419  0.945634914243308  16.0144971836419  1.08634867417411  0  1  0  0  0
"944"  30.6609618301066  5.55065480588864  30.6609618301066  5.94226905719306  0  0  0  1  0
"945"  34.1963153654601  0.0372454898455731  34.1963153654601  0.446921606271117  0  0  0  1  0
"946"  42.7821739513187  0.995691059368073  42.7821739513187  1.29658732235093  1  0  0  0  0
"947"  44.2973254664702  5.90543044698975  44.2973254664702  6.02716549756556  0  0  0  1  0
"948"  48.8427800119248  5.49361685843927  48.8427800119248  5.25368660263506  0  1  0  0  1
"949"  0.357931527076289  5.29206320254711  0.357931527076289  5.16200968304297  0  0  0  1  0
"950"  1.3680325371773  6.28278287778247  1.3680325371773  5.84829646673623  1  0  0  0  0
"951"  16.0144971836419  0.945634914243308  16.0144971836419  0.865362766578508  0  0  1  0  0
"952"  19.044800213945  5.85382848976897  19.044800213945  6.06991387669714  1  0  0  0  0
"953"  28.1357093048541  1.00550374715564  28.1357093048541  1.4199548240376  1  0  0  0  0
"954"  33.1862143553591  4.32294259967022  33.1862143553591  4.48946794310324  0  1  0  0  0
"955"  35.2064163755611  5.65923794160774  35.2064163755611  5.2336955178733  1  0  0  0  0
"956"  36.7215678907127  5.68421187999485  36.7215678907127  5.33311446945009  0  0  0  1  0
"957"  41.7720729412177  6.13459080702228  41.7720729412177  0.229825820647861  1  0  0  0  0
"958"  44.8023759715207  5.89996826235876  44.8023759715207  0.0782953168323255  1  0  0  0  0
"959"  45.8124769816217  1.47842494386062  45.8124769816217  1.80594475834444  1  0  0  0  0
"960"  49.3478305169753  5.41142442383206  49.3478305169753  5.16693451724349  0  0  0  1  1
"961"  4.90338607253083  5.45894364537997  4.90338607253083  4.99079785859539  0  0  1  0  0
"962"  9.95389112303589  0.370129135105639  9.95389112303589  0.0737523295859543  0  1  0  0  0
"963"  11.4690426381874  1.20695980808507  11.4690426381874  1.51096811548616  0  0  0  1  0
"964"  19.044800213945  5.85382848976897  19.044800213945  5.60114131936589  1  0  0  0  0
"965"  21.5700527391975  0.500883117414991  21.5700527391975  0.0885574345979637  0  1  0  0  0
"966"  29.1458103149551  0.157861411610141  29.1458103149551  0.177557379511639  1  0  0  0  0
"967"  33.6912648604096  5.13156735001982  33.6912648604096  4.71984225361526  0  0  1  0  0
"968"  35.7114668806116  6.14714389448967  35.7114668806116  0.00246368059776358  0  0  1  0  0
"969"  36.7215678907127  5.68421187999485  36.7215678907127  6.00945590043267  0  0  0  1  0
"970"  40.7619719311167  4.38377384862807  40.7619719311167  4.05309492790085  0  0  1  0  0
"971"  41.2670224361672  5.21627957339595  41.2670224361672  4.98236999626468  0  0  1  0  0
"972"  46.8225779917228  4.65852117158187  46.8225779917228  4.18862393933063  0  1  0  0  1
"973"  0.862982032126794  0.318393023774945  0.862982032126794  0.564598998378017  1  0  0  0  1
"974"  29.1458103149551  0.157861411610141  29.1458103149551  6.11904357308754  0  0  1  0  0
"975"  31.1660123351571  1.01964950065085  31.1660123351571  1.2017506700191  0  1  0  0  0
"976"  41.2670224361672  5.21627957339595  41.2670224361672  4.90206090326618  0  1  0  0  0
"977"  41.7720729412177  6.13459080702228  41.7720729412177  5.99408205214491  0  0  0  1  0
"978"  43.2872244563692  0.274651309262125  43.2872244563692  0.417237222214325  0  0  0  1  0
"979"  43.7922749614197  0.680565318905799  43.7922749614197  0.218867701360075  1  0  0  0  1
"980"  2.88318405232881  1.97687447402028  2.88318405232881  1.9914334253907  0  0  1  0  0
"981"  3.38823455737932  5.13272851159403  3.38823455737932  5.24984407158175  0  0  0  1  0
"982"  4.39833556748033  0.553607119553209  4.39833556748033  0.171970515352161  1  0  0  0  0
"983"  7.93368910283387  0.476167002577675  7.93368910283387  0.155238920241934  0  0  1  0  0
"984"  9.44884061798538  0.495878918340055  9.44884061798538  0.874945999133958  0  1  0  0  0
"985"  16.5195476886925  4.70042118543384  16.5195476886925  4.50556273452563  1  0  0  0  0
"986"  17.5296486987935  0.592268614113743  17.5296486987935  0.335130312029685  1  0  0  0  0
"987"  19.044800213945  5.85382848976897  19.044800213945  5.97310569625134  0  1  0  0  0
"988"  23.5902547593995  1.17524254007639  23.5902547593995  1.07992403290608  0  0  0  1  0
"989"  25.105406274551  6.25882269931788  25.105406274551  5.81012226013297  0  1  0  0  0
"990"  34.1963153654601  0.0372454898455731  34.1963153654601  6.11433859096241  0  0  0  1  0
"991"  42.7821739513187  0.995691059368073  42.7821739513187  1.07549221252684  0  0  0  1  0
"992"  44.8023759715207  5.89996826235876  44.8023759715207  5.66778534680345  0  1  0  0  0
"993"  45.8124769816217  1.47842494386062  45.8124769816217  1.78444703609497  0  0  1  0  1
"994"  1.3680325371773  6.28278287778247  1.3680325371773  0.277350864582794  0  0  1  0  0
"995"  7.93368910283387  0.476167002577675  7.93368910283387  0.809785054648635  1  0  0  0  0
"996"  12.9841941533389  5.66544624247412  12.9841941533389  5.45068337923671  0  0  1  0  0
"997"  14.4993456684904  5.45220257550964  14.4993456684904  5.58961307862329  0  0  0  1  0
"998"  26.115507284652  4.96736387857967  26.115507284652  4.63958271332816  1  0  0  0  1
"999"  1.8730830422278  0.163966349372375  1.8730830422278  0.379559397510918  0  0  0  1  0
"1000"  5.91348708263185  1.79149088064052  5.91348708263185  2.05591613902553  0  0  1  0  0
"1001"  9.44884061798538  0.495878918340055  9.44884061798538  0.304816896572335  0  0  0  1  0
"1002"  10.4589416280864  0.438015392747837  10.4589416280864  0.698543444275054  0  0  0  1  0
"1003"  11.9740931432379  0.327686646911802  11.9740931432379  0.289638086180689  0  0  1  0  0
"1004"  13.4892446583894  0.402653069669581  13.4892446583894  0.225785922227627  0  0  0  1  0
"1005"  30.6609618301066  5.55065480588864  30.6609618301066  5.94903836647909  0  0  1  0  0
"1006"  37.2266183957632  4.47877718885028  37.2266183957632  4.94683798709483  0  0  1  0  0
"1007"  49.3478305169753  5.41142442383206  49.3478305169753  5.10133618887848  0  1  0  0  1
"1008"  0.357931527076289  5.29206320254711  0.357931527076289  5.01079601592032  0  0  1  0  0
"1009"  2.88318405232881  1.97687447402028  2.88318405232881  2.240056115951  0  1  0  0  0
"1010"  5.40843657758134  6.22193565878971  5.40843657758134  0.396258939354209  1  0  0  0  0
"1011"  16.0144971836419  0.945634914243308  16.0144971836419  0.996103130660666  0  0  0  1  0
"1012"  28.6407598099046  4.36514459621217  28.6407598099046  3.99272688875031  0  0  1  0  0
"1013"  40.7619719311167  4.38377384862807  40.7619719311167  4.74465350292567  0  0  1  0  1
"1014"  10.4589416280864  0.438015392747837  10.4589416280864  0.77354748919526  0  0  1  0  0
"1015"  12.9841941533389  5.66544624247412  12.9841941533389  5.56686786787408  0  0  1  0  0
"1016"  13.9942951634399  0.887343348394223  13.9942951634399  1.24801507980477  1  0  0  0  0
"1017"  21.5700527391975  0.500883117414991  21.5700527391975  0.645117812653983  1  0  0  0  0
"1018"  29.6508608200056  5.66681256765727  29.6508608200056  5.3655445691314  0  1  0  0  0
"1019"  35.2064163755611  5.65923794160774  35.2064163755611  6.00954124831772  1  0  0  0  0
"1020"  45.8124769816217  1.47842494386062  45.8124769816217  1.13030688801594  0  0  0  1  0
"1021"  47.3276284967733  5.11755931708451  47.3276284967733  5.39589301129293  0  0  0  1  1
"1022"  4.39833556748033  0.553607119553209  4.39833556748033  0.0683986929510245  1  0  0  0  0
"1023"  12.4791436482884  0.714351654598175  12.4791436482884  0.362301693377702  1  0  0  0  0
"1024"  16.5195476886925  4.70042118543384  16.5195476886925  4.29486092316544  0  0  0  1  0
"1025"  26.6205577897026  6.05315345967177  26.6205577897026  6.1469934719986  0  1  0  0  0
"1026"  29.1458103149551  0.157861411610141  29.1458103149551  6.07592833186732  1  0  0  0  0
"1027"  35.7114668806116  6.14714389448967  35.7114668806116  6.17759975852427  1  0  0  0  0
"1028"  37.2266183957632  4.47877718885028  37.2266183957632  4.11394640481629  0  0  1  0  0
"1029"  41.7720729412177  6.13459080702228  41.7720729412177  0.0484308701611411  0  0  1  0  0
"1030"  46.8225779917228  4.65852117158187  46.8225779917228  4.85849336596852  1  0  0  0  0
