"xexist2"  "yexist2"  "xexist2"  "ynode"  "c#1"  "c#2"  "c#3"  "c#4"  "cannot-link"
"300"  6.92358809273285  5.35400672768249  6.92358809273285  5.39711153226911  0  0  0  1  0
"301"  11.4690426381874  1.20695980808507  11.4690426381874  1.29741648778129  0  0  1  0  0
"302"  17.5296486987935  0.592268614113743  17.5296486987935  0.852951806053932  0  0  0  1  0
"303"  20.054901224046  5.18180041166108  20.054901224046  5.56667311570693  0  0  0  1  0
"304"  23.085204254349  1.64457884999733  23.085204254349  1.85288688620362  1  0  0  0  0
"305"  32.6811638503086  0.355967858540514  32.6811638503086  0.369984602289894  0  0  0  1  0
"306"  45.8124769816217  1.47842494386062  45.8124769816217  1.70650989666395  0  1  0  0  1
"307"  11.9740931432379  0.327686646911802  11.9740931432379  0.207844516919481  0  1  0  0  0
"308"  13.4892446583894  0.402653069669581  13.4892446583894  0.624601266315407  0  1  0  0  0
"309"  13.9942951634399  0.887343348394223  13.9942951634399  0.819504537078627  0  1  0  0  0
"310"  14.4993456684904  5.45220257550964  14.4993456684904  5.77767645823324  0  1  0  0  0
"311"  15.0043961735409  3.15872440184186  15.0043961735409  2.96129104681033  0  0  0  1  0
"312"  19.5498507189955  1.77247268326542  19.5498507189955  2.21758503505921  1  0  0  0  0
"313"  20.5599517290965  0.312878690152317  20.5599517290965  0.696000331970751  0  1  0  0  0
"314"  24.6003557695005  0.875966076415632  24.6003557695005  1.24310030918815  0  0  1  0  0
"315"  26.6205577897026  6.05315345967177  26.6205577897026  6.1577100884075  0  1  0  0  0
"316"  28.1357093048541  1.00550374715564  28.1357093048541  1.47094313964223  0  1  0  0  0
"317"  30.1559113250561  0.20356485866557  30.1559113250561  0.648193392107143  0  0  1  0  0
"318"  33.6912648604096  5.13156735001982  33.6912648604096  5.28090765875683  0  0  0  1  0
"319"  34.7013658705106  5.98941336844656  34.7013658705106  6.12785107123274  0  0  1  0  0
"320"  35.2064163755611  5.65923794160774  35.2064163755611  5.74274411296649  0  0  1  0  0
"321"  36.2165173856622  0.231800758958318  36.2165173856622  0.200238435509139  0  0  0  1  0
"322"  39.7518709210157  6.08129946142816  39.7518709210157  0.0739162811013676  0  0  0  1  1
"323"  21.065002234147  0.532092000527714  21.065002234147  0.405277494278212  0  0  1  0  0
"324"  22.5801537492985  5.18242388711988  22.5801537492985  4.86132849384776  0  0  0  1  0
"325"  25.6104567796015  5.46101197379612  25.6104567796015  5.78529696062178  1  0  0  0  0
"326"  30.1559113250561  0.20356485866557  30.1559113250561  0.19173075225751  0  0  0  1  0
"327"  32.1761133452581  0.25503483662383  32.1761133452581  0.124703683108104  0  0  0  1  0
"328"  47.8326790018238  0.769383408119694  47.8326790018238  0.740542222270534  0  0  0  1  1
"329"  12.4791436482884  0.714351654598175  12.4791436482884  0.379704244281782  0  0  1  0  0
"330"  13.4892446583894  0.402653069669581  13.4892446583894  0.862312434908203  1  0  0  0  0
"331"  19.044800213945  5.85382848976897  19.044800213945  0.0164155838793993  0  1  0  0  0
"332"  20.5599517290965  0.312878690152317  20.5599517290965  6.14708926548798  0  0  1  0  0
"333"  22.5801537492985  5.18242388711988  22.5801537492985  5.28674915926276  0  0  0  1  0
"334"  27.6306587998036  5.80215579711222  27.6306587998036  6.1025933960671  0  1  0  0  0
"335"  28.6407598099046  4.36514459621217  28.6407598099046  4.67454264826197  0  1  0  0  0
"336"  33.1862143553591  4.32294259967022  33.1862143553591  4.3302056968838  0  1  0  0  0
"337"  38.2367194058642  5.36539328262618  38.2367194058642  5.61649178016408  1  0  0  0  0
"338"  39.7518709210157  6.08129946142816  39.7518709210157  6.0796710299366  1  0  0  0  0
"339"  41.2670224361672  5.21627957339595  41.2670224361672  5.50610441144753  0  0  0  1  0
"340"  43.2872244563692  0.274651309262125  43.2872244563692  0.529052786548718  0  0  1  0  0
"341"  48.8427800119248  5.49361685843927  48.8427800119248  5.59026045160157  0  0  0  1  1
"342"  3.38823455737932  5.13272851159403  3.38823455737932  4.94726057037318  0  0  1  0  0
"343"  5.40843657758134  6.22193565878971  5.40843657758134  0.296014455443708  0  1  0  0  0
"344"  13.4892446583894  0.402653069669581  13.4892446583894  0.536018895885176  1  0  0  0  0
"345"  17.5296486987935  0.592268614113743  17.5296486987935  0.53766303813685  1  0  0  0  0
"346"  19.044800213945  5.85382848976897  19.044800213945  5.7406772631106  0  1  0  0  0
"347"  20.054901224046  5.18180041166108  20.054901224046  5.47887701948259  0  0  1  0  0
"348"  21.065002234147  0.532092000527714  21.065002234147  0.692545165244897  1  0  0  0  0
"349"  21.5700527391975  0.500883117414991  21.5700527391975  0.0765062005761808  0  1  0  0  0
"350"  30.6609618301066  5.55065480588864  30.6609618301066  5.8952599656016  0  0  0  1  0
"351"  34.7013658705106  5.98941336844656  34.7013658705106  6.14995862769503  0  1  0  0  0
"352"  38.2367194058642  5.36539328262618  38.2367194058642  5.50789587364009  1  0  0  0  0
"353"  42.2771234462682  0.644982217757684  42.2771234462682  0.228113754366246  1  0  0  0  1
"354"  3.89328506242982  0.064790468382993  3.89328506242982  6.0364118993379  0  1  0  0  0
"355"  9.95389112303589  0.370129135105639  9.95389112303589  0.0373284510745404  0  1  0  0  0
"356"  10.4589416280864  0.438015392747837  10.4589416280864  0.666922965784687  1  0  0  0  0
"357"  16.0144971836419  0.945634914243308  16.0144971836419  0.558763370996056  0  1  0  0  0
"358"  17.5296486987935  0.592268614113743  17.5296486987935  0.444681292880739  0  0  0  1  0
"359"  23.5902547593995  1.17524254007639  23.5902547593995  1.2043777926583  0  1  0  0  0
"360"  27.1256082947531  0.865704902642804  27.1256082947531  0.982310323472532  0  1  0  0  0
"361"  29.6508608200056  5.66681256765727  29.6508608200056  5.86920072409551  0  1  0  0  0
"362"  33.6912648604096  5.13156735001982  33.6912648604096  5.13417102130048  0  1  0  0  0
"363"  42.7821739513187  0.995691059368073  42.7821739513187  0.828017227562486  1  0  0  0  0
"364"  44.2973254664702  5.90543044698975  44.2973254664702  0.109288653028102  0  1  0  0  1
"365"  2.88318405232881  1.97687447402028  2.88318405232881  2.29130605939178  0  0  1  0  0
"366"  18.034699203844  5.36090498166824  18.034699203844  5.43990668776179  0  1  0  0  0
"367"  18.5397497088945  5.14797100547599  18.5397497088945  5.32587883115644  0  0  0  1  0
"368"  21.065002234147  0.532092000527714  21.065002234147  0.574773049617593  1  0  0  0  0
"369"  27.1256082947531  0.865704902642804  27.1256082947531  0.889457658361109  0  0  0  1  0
"370"  31.6710628402076  5.84395284648216  31.6710628402076  5.52058776840731  0  0  1  0  0
"371"  41.2670224361672  5.21627957339595  41.2670224361672  5.11139506090629  0  0  1  0  0
"372"  47.3276284967733  5.11755931708451  47.3276284967733  5.45979243591849  0  1  0  0  1
"373"  2.37813354727831  0.85607998729223  2.37813354727831  1.08461780803749  1  0  0  0  0
"374"  3.38823455737932  5.13272851159403  3.38823455737932  4.88834896090978  1  0  0  0  0
"375"  3.89328506242982  0.064790468382993  3.89328506242982  6.21618235526642  1  0  0  0  0
"376"  4.39833556748033  0.553607119553209  4.39833556748033  0.161041001396672  1  0  0  0  0
"377"  15.5094466785914  0.639292866517274  15.5094466785914  1.10258952278127  0  0  0  1  0
"378"  17.024598193743  1.05128047826312  17.024598193743  0.971878731405208  1  0  0  0  0
"379"  18.5397497088945  5.14797100547599  18.5397497088945  5.26273636526326  0  1  0  0  0
"380"  36.2165173856622  0.231800758958318  36.2165173856622  0.470998571001448  1  0  0  0  0
"381"  40.2569214260662  5.99187401450466  40.2569214260662  6.26941878605861  0  1  0  0  0
"382"  47.8326790018238  0.769383408119694  47.8326790018238  0.936342132966757  1  0  0  0  0
"383"  49.3478305169753  5.41142442383206  49.3478305169753  5.50638773016034  1  0  0  0  0
"384"  49.8528810220258  5.53145812032183  49.8528810220258  5.29623353178052  0  0  0  1  1
"385"  1.3680325371773  6.28278287778247  1.3680325371773  0.200845322781341  1  0  0  0  0
"386"  5.40843657758134  6.22193565878971  5.40843657758134  0.221177352423308  0  0  0  1  0
"387"  7.93368910283387  0.476167002577675  7.93368910283387  6.27304810577759  1  0  0  0  0
"388"  10.4589416280864  0.438015392747837  10.4589416280864  0.251287586520555  0  1  0  0  0
"389"  17.5296486987935  0.592268614113743  17.5296486987935  0.762595456341694  0  0  1  0  0
"390"  24.6003557695005  0.875966076415632  24.6003557695005  1.27777547962278  0  1  0  0  0
"391"  29.1458103149551  0.157861411610141  29.1458103149551  0.483085467518761  0  1  0  0  0
"392"  30.1559113250561  0.20356485866557  30.1559113250561  6.12151632263035  1  0  0  0  0
"393"  31.6710628402076  5.84395284648216  31.6710628402076  5.98467141832388  0  0  0  1  0
"394"  37.2266183957632  4.47877718885028  37.2266183957632  4.31177981993713  0  0  0  1  0
"395"  38.2367194058642  5.36539328262618  38.2367194058642  5.39002981829865  0  1  0  0  0
"396"  44.2973254664702  5.90543044698975  44.2973254664702  5.7981328483726  1  0  0  0  0
"397"  46.3175274866723  5.90746964127485  46.3175274866723  5.50180716588822  0  0  0  1  1
"398"  14.4993456684904  5.45220257550964  14.4993456684904  5.89313442422563  1  0  0  0  0
"399"  17.5296486987935  0.592268614113743  17.5296486987935  0.975507901996786  0  0  0  1  0
"400"  24.09530526445  0.957661324452108  24.09530526445  0.696440074631444  0  1  0  0  0
"401"  27.6306587998036  5.80215579711222  27.6306587998036  6.15492280220934  1  0  0  0  0
"402"  30.6609618301066  5.55065480588864  30.6609618301066  5.22381307945516  0  0  0  1  0
"403"  33.6912648604096  5.13156735001982  33.6912648604096  4.79667823588394  0  1  0  0  0
"404"  37.7316689008137  0.0412993610626532  37.7316689008137  0.29124495180086  0  0  1  0  0
"405"  40.2569214260662  5.99187401450466  40.2569214260662  5.56322741276812  0  0  0  1  1
"406"  4.39833556748033  0.553607119553209  4.39833556748033  0.0662860268060574  0  0  0  1  0
"407"  5.91348708263185  1.79149088064052  5.91348708263185  1.44652581830352  0  0  1  0  0
"408"  6.41853758768235  0.87865949111189  6.41853758768235  0.680671628249243  0  1  0  0  0
"409"  22.5801537492985  5.18242388711988  22.5801537492985  4.98372042439623  1  0  0  0  0
"410"  25.6104567796015  5.46101197379612  25.6104567796015  5.48839296505757  1  0  0  0  0
"411"  27.6306587998036  5.80215579711222  27.6306587998036  5.63849215137162  0  0  0  1  0
"412"  31.6710628402076  5.84395284648216  31.6710628402076  5.55340519361361  0  0  0  1  0
"413"  36.2165173856622  0.231800758958318  36.2165173856622  0.564375072464802  0  1  0  0  0
"414"  38.2367194058642  5.36539328262618  38.2367194058642  5.01196959010734  0  0  1  0  0
"415"  44.2973254664702  5.90543044698975  44.2973254664702  0.0127364784897281  0  1  0  0  0
"416"  46.8225779917228  4.65852117158187  46.8225779917228  4.37505404480448  0  1  0  0  0
"417"  47.8326790018238  0.769383408119694  47.8326790018238  0.87019769147949  0  1  0  0  1
"418"  8.43873960788437  6.27954669496687  8.43873960788437  5.88814283059621  0  0  0  1  0
"419"  13.4892446583894  0.402653069669581  13.4892446583894  0.0649482528364424  0  0  1  0  0
"420"  16.0144971836419  0.945634914243308  16.0144971836419  1.39813842057036  0  0  0  1  0
"421"  19.044800213945  5.85382848976897  19.044800213945  5.64565399707081  0  0  0  1  0
"422"  24.6003557695005  0.875966076415632  24.6003557695005  0.915609331943694  0  1  0  0  0
"423"  26.115507284652  4.96736387857967  26.115507284652  4.48954877509535  0  1  0  0  0
"424"  28.6407598099046  4.36514459621217  28.6407598099046  4.1600434251694  1  0  0  0  0
"425"  33.6912648604096  5.13156735001982  33.6912648604096  5.28964047775522  0  0  1  0  0
"426"  36.2165173856622  0.231800758958318  36.2165173856622  0.396287257995912  1  0  0  0  1
"427"  2.88318405232881  1.97687447402028  2.88318405232881  2.06804770771747  0  0  1  0  0
"428"  5.91348708263185  1.79149088064052  5.91348708263185  1.80430269903346  0  1  0  0  0
"429"  6.41853758768235  0.87865949111189  6.41853758768235  0.57668993124868  0  0  1  0  0
"430"  7.42863859778336  5.74349793428676  7.42863859778336  5.57373345326753  1  0  0  0  0
"431"  10.9639921331369  5.37848938785589  10.9639921331369  5.51320056820384  0  0  1  0  0
"432"  14.4993456684904  5.45220257550964  14.4993456684904  5.62155426595846  0  0  1  0  0
"433"  17.024598193743  1.05128047826312  17.024598193743  1.42827966484785  0  0  1  0  0
"434"  30.6609618301066  5.55065480588864  30.6609618301066  5.7830135092784  1  0  0  0  0
"435"  47.3276284967733  5.11755931708451  47.3276284967733  5.26443155697036  0  1  0  0  1
"436"  0.862982032126794  0.318393023774945  0.862982032126794  0.794132295620614  0  1  0  0  0
"437"  1.3680325371773  6.28278287778247  1.3680325371773  0.134776231343957  0  1  0  0  0
"438"  1.8730830422278  0.163966349372375  1.8730830422278  0.613542792433607  0  0  1  0  0
"439"  2.37813354727831  0.85607998729223  2.37813354727831  1.20374340964021  0  1  0  0  0
"440"  3.38823455737932  5.13272851159403  3.38823455737932  4.97985782952586  1  0  0  0  0
"441"  5.91348708263185  1.79149088064052  5.91348708263185  2.06228973517037  1  0  0  0  0
"442"  6.41853758768235  0.87865949111189  6.41853758768235  0.45057177581954  0  1  0  0  0
"443"  7.42863859778336  5.74349793428676  7.42863859778336  5.70179406260261  1  0  0  0  0
"444"  9.95389112303589  0.370129135105639  9.95389112303589  0.854620265442759  0  0  0  1  0
"445"  13.9942951634399  0.887343348394223  13.9942951634399  0.961335083860048  0  1  0  0  0
"446"  17.5296486987935  0.592268614113743  17.5296486987935  0.612582937363948  0  0  1  0  0
"447"  29.6508608200056  5.66681256765727  29.6508608200056  5.3208907487918  0  0  1  0  0
"448"  33.6912648604096  5.13156735001982  33.6912648604096  4.9500613539844  0  0  1  0  0
"449"  34.7013658705106  5.98941336844656  34.7013658705106  6.0058835951386  1  0  0  0  0
"450"  35.2064163755611  5.65923794160774  35.2064163755611  6.0441490764468  1  0  0  0  0
"451"  40.7619719311167  4.38377384862807  40.7619719311167  4.30062040754538  1  0  0  0  0
"452"  41.2670224361672  5.21627957339595  41.2670224361672  4.87978815090108  1  0  0  0  0
"453"  43.2872244563692  0.274651309262125  43.2872244563692  6.12510505577746  0  0  0  1  0
"454"  47.3276284967733  5.11755931708451  47.3276284967733  5.26679887674238  0  0  1  0  1
"455"  3.89328506242982  0.064790468382993  3.89328506242982  6.06057744958473  0  0  1  0  0
"456"  5.91348708263185  1.79149088064052  5.91348708263185  1.56376261437155  1  0  0  0  0
"457"  7.42863859778336  5.74349793428676  7.42863859778336  6.16256352779576  0  1  0  0  0
"458"  8.94379011293488  4.96053622254963  8.94379011293488  5.27396627247194  0  0  0  1  0
"459"  13.4892446583894  0.402653069669581  13.4892446583894  0.150080991411782  0  1  0  0  0
"460"  24.09530526445  0.957661324452108  24.09530526445  1.13476805648903  0  1  0  0  0
"461"  32.6811638503086  0.355967858540514  32.6811638503086  0.343636665693173  0  0  0  1  0
"462"  42.7821739513187  0.995691059368073  42.7821739513187  1.1143478504162  0  0  0  1  0
"463"  46.3175274866723  5.90746964127485  46.3175274866723  6.22098199659687  1  0  0  0  0
"464"  48.8427800119248  5.49361685843927  48.8427800119248  5.17737866769334  0  0  1  0  0
"465"  49.8528810220258  5.53145812032183  49.8528810220258  5.21781486737912  0  0  1  0  1
"466"  1.3680325371773  6.28278287778247  1.3680325371773  0.214933973015385  1  0  0  0  0
"467"  10.4589416280864  0.438015392747837  10.4589416280864  0.826537790940273  1  0  0  0  0
"468"  10.9639921331369  5.37848938785589  10.9639921331369  5.09055795001893  0  0  1  0  0
"469"  13.4892446583894  0.402653069669581  13.4892446583894  0.829583154028482  0  0  0  1  0
"470"  25.6104567796015  5.46101197379612  25.6104567796015  5.14085703099117  0  0  0  1  0
"471"  27.1256082947531  0.865704902642804  27.1256082947531  1.01783775255031  0  0  1  0  0
"472"  30.1559113250561  0.20356485866557  30.1559113250561  0.383837829945489  0  0  0  1  0
"473"  31.6710628402076  5.84395284648216  31.6710628402076  6.26211043796665  1  0  0  0  0
"474"  32.6811638503086  0.355967858540514  32.6811638503086  0.459987192847454  1  0  0  0  0
"475"  39.7518709210157  6.08129946142816  39.7518709210157  6.27908089035571  1  0  0  0  0
"476"  45.8124769816217  1.47842494386062  45.8124769816217  1.61117003170587  0  0  1  0  0
"477"  50.3579315270763  5.63386415026046  50.3579315270763  5.78313081210375  0  0  1  0  1
"478"  3.38823455737932  5.13272851159403  3.38823455737932  4.95252651640752  0  0  0  1  0
"479"  4.90338607253083  5.45894364537997  4.90338607253083  5.84429154070421  0  0  1  0  0
"480"  12.4791436482884  0.714351654598175  12.4791436482884  0.303956390903948  0  0  0  1  0
"481"  14.4993456684904  5.45220257550964  14.4993456684904  5.59451221534537  1  0  0  0  0
"482"  17.5296486987935  0.592268614113743  17.5296486987935  0.958750804901535  0  0  1  0  0
"483"  18.034699203844  5.36090498166824  18.034699203844  5.70499466644334  0  0  1  0  0
"484"  27.1256082947531  0.865704902642804  27.1256082947531  0.5374681222806  0  0  0  1  0
"485"  28.1357093048541  1.00550374715564  28.1357093048541  0.817815145253885  1  0  0  0  0
"486"  31.6710628402076  5.84395284648216  31.6710628402076  5.89265880850307  1  0  0  0  0
"487"  32.1761133452581  0.25503483662383  32.1761133452581  0.323283769106505  0  1  0  0  0
"488"  41.2670224361672  5.21627957339595  41.2670224361672  4.81344131602171  0  0  1  0  0
"489"  44.2973254664702  5.90543044698975  44.2973254664702  5.69200612106911  0  0  1  0  1
"490"  12.9841941533389  5.66544624247412  12.9841941533389  5.72059017738151  0  0  1  0  0
"491"  13.4892446583894  0.402653069669581  13.4892446583894  0.760518470049105  1  0  0  0  0
"492"  18.034699203844  5.36090498166824  18.034699203844  5.40755125629449  0  1  0  0  0
"493"  21.5700527391975  0.500883117414991  21.5700527391975  0.519631041310707  1  0  0  0  0
"494"  23.085204254349  1.64457884999733  23.085204254349  1.68086404922228  0  1  0  0  0
"495"  27.6306587998036  5.80215579711222  27.6306587998036  5.39971879843943  0  1  0  0  0
"496"  29.6508608200056  5.66681256765727  29.6508608200056  5.5680952511378  0  0  1  0  0
"497"  30.6609618301066  5.55065480588864  30.6609618301066  5.07386132787842  0  0  0  1  0
"498"  44.2973254664702  5.90543044698975  44.2973254664702  5.46018554098523  0  0  0  1  0
"499"  45.8124769816217  1.47842494386062  45.8124769816217  1.37705135379732  1  0  0  0  1
"500"  3.38823455737932  5.13272851159403  3.38823455737932  5.23864645523557  0  0  0  1  0
"501"  4.39833556748033  0.553607119553209  4.39833556748033  0.80865888677393  0  1  0  0  0
"502"  7.93368910283387  0.476167002577675  7.93368910283387  0.440127807088536  1  0  0  0  0
"503"  8.94379011293488  4.96053622254963  8.94379011293488  4.76252751808474  1  0  0  0  0
"504"  13.4892446583894  0.402653069669581  13.4892446583894  6.2503432216842  0  1  0  0  0
"505"  26.115507284652  4.96736387857967  26.115507284652  4.892856537558  0  1  0  0  0
"506"  32.6811638503086  0.355967858540514  32.6811638503086  0.430121839246401  0  1  0  0  0
"507"  41.7720729412177  6.13459080702228  41.7720729412177  6.16039871505996  0  1  0  0  0
"508"  45.8124769816217  1.47842494386062  45.8124769816217  1.39559547590837  1  0  0  0  1
"509"  0.862982032126794  0.318393023774945  0.862982032126794  0.500522444347837  0  0  1  0  0
"510"  4.39833556748033  0.553607119553209  4.39833556748033  0.148166352723212  0  0  1  0  0
"511"  7.93368910283387  0.476167002577675  7.93368910283387  0.645573258750481  0  0  1  0  0
"512"  9.44884061798538  0.495878918340055  9.44884061798538  0.245526716822384  0  1  0  0  0
"513"  11.4690426381874  1.20695980808507  11.4690426381874  1.21351662960644  1  0  0  0  0
"514"  12.4791436482884  0.714351654598175  12.4791436482884  1.05927130634492  0  0  0  1  0
"515"  16.0144971836419  0.945634914243308  16.0144971836419  1.27270988249936  0  0  0  1  0
"516"  17.5296486987935  0.592268614113743  17.5296486987935  0.330589506790454  0  0  0  1  0
"517"  19.044800213945  5.85382848976897  19.044800213945  5.8102651117255  0  0  0  1  0
"518"  22.5801537492985  5.18242388711988  22.5801537492985  5.38065236275761  0  0  1  0  0
"519"  23.5902547593995  1.17524254007639  23.5902547593995  1.24854193639384  1  0  0  0  0
"520"  27.6306587998036  5.80215579711222  27.6306587998036  5.56505045315572  1  0  0  0  0
"521"  32.1761133452581  0.25503483662383  32.1761133452581  6.04998099307625  0  0  1  0  0
"522"  32.6811638503086  0.355967858540514  32.6811638503086  0.214618909372637  1  0  0  0  0
"523"  34.1963153654601  0.0372454898455731  34.1963153654601  0.196773708055317  0  0  1  0  0
"524"  38.2367194058642  5.36539328262618  38.2367194058642  5.69741859754024  0  0  1  0  0
"525"  44.8023759715207  5.89996826235876  44.8023759715207  6.24472367886194  0  0  0  1  0
"526"  45.3074264765712  6.12539506196511  45.3074264765712  6.27699597278146  1  0  0  0  0
"527"  50.3579315270763  5.63386415026046  50.3579315270763  5.23496099130146  0  1  0  0  1
"528"  5.40843657758134  6.22193565878971  5.40843657758134  6.19378004975571  1  0  0  0  0
"529"  17.5296486987935  0.592268614113743  17.5296486987935  0.447055063924233  0  0  1  0  0
"530"  20.054901224046  5.18180041166108  20.054901224046  5.08781099121172  0  0  0  1  0
"531"  32.1761133452581  0.25503483662383  32.1761133452581  6.05332009021288  0  1  0  0  0
"532"  38.2367194058642  5.36539328262618  38.2367194058642  4.96168497369102  0  1  0  0  0
"533"  39.7518709210157  6.08129946142816  39.7518709210157  0.0786961959610499  1  0  0  0  0
"534"  44.8023759715207  5.89996826235876  44.8023759715207  5.5558279257428  1  0  0  0  0
"535"  46.8225779917228  4.65852117158187  46.8225779917228  4.29406473288959  0  0  1  0  1
"536"  0.862982032126794  0.318393023774945  0.862982032126794  0.193954663907164  0  1  0  0  0
"537"  5.40843657758134  6.22193565878971  5.40843657758134  6.17080725550605  0  1  0  0  0
"538"  7.93368910283387  0.476167002577675  7.93368910283387  0.074664346292955  0  0  1  0  0
"539"  10.9639921331369  5.37848938785589  10.9639921331369  5.37610606959185  0  0  0  1  0
"540"  16.0144971836419  0.945634914243308  16.0144971836419  0.937488245691819  0  0  1  0  0
"541"  17.024598193743  1.05128047826312  17.024598193743  0.6504382770656  0  1  0  0  0
"542"  31.1660123351571  1.01964950065085  31.1660123351571  0.688391466550091  0  1  0  0  0
"543"  35.2064163755611  5.65923794160774  35.2064163755611  5.88593963847673  1  0  0  0  0
"544"  39.2468204159652  1.17340238334381  39.2468204159652  1.55890966940441  0  0  0  1  0
"545"  45.3074264765712  6.12539506196511  45.3074264765712  6.14074846012985  1  0  0  0  0
"546"  46.8225779917228  4.65852117158187  46.8225779917228  4.73112234186096  1  0  0  0  0
"547"  48.3377295068743  2.74493081214414  48.3377295068743  2.95115851516412  1  0  0  0  1
"548"  4.39833556748033  0.553607119553209  4.39833556748033  0.288917729704128  1  0  0  0  0
"549"  5.40843657758134  6.22193565878971  5.40843657758134  5.94723781159101  0  0  0  1  0
"550"  5.91348708263185  1.79149088064052  5.91348708263185  1.61020639176323  0  0  0  1  0
"551"  10.9639921331369  5.37848938785589  10.9639921331369  4.91453319385743  1  0  0  0  0
"552"  11.4690426381874  1.20695980808507  11.4690426381874  0.983387647269248  1  0  0  0  0
"553"  14.4993456684904  5.45220257550964  14.4993456684904  5.44393962830791  1  0  0  0  0
"554"  15.0043961735409  3.15872440184186  15.0043961735409  3.0060694895191  0  0  0  1  0
"555"  22.5801537492985  5.18242388711988  22.5801537492985  5.25224014445885  0  0  0  1  0
"556"  31.1660123351571  1.01964950065085  31.1660123351571  1.10402035915249  1  0  0  0  0
"557"  35.7114668806116  6.14714389448967  35.7114668806116  6.21593481456843  0  1  0  0  0
"558"  45.8124769816217  1.47842494386062  45.8124769816217  1.6284087350294  1  0  0  0  1
"559"  3.89328506242982  0.064790468382993  3.89328506242982  6.12790428913234  1  0  0  0  0
"560"  4.90338607253083  5.45894364537997  4.90338607253083  5.55970769925369  0  0  1  0  0
"561"  7.42863859778336  5.74349793428676  7.42863859778336  5.70434066173741  1  0  0  0  0
"562"  15.5094466785914  0.639292866517274  15.5094466785914  0.178517778231247  0  0  1  0  0
"563"  16.0144971836419  0.945634914243308  16.0144971836419  1.30845070691564  0  0  0  1  0
"564"  23.085204254349  1.64457884999733  23.085204254349  2.13934244714487  0  1  0  0  0
"565"  26.115507284652  4.96736387857967  26.115507284652  4.94958618605309  1  0  0  0  0
"566"  27.1256082947531  0.865704902642804  27.1256082947531  0.508773701460498  1  0  0  0  0
"567"  29.6508608200056  5.66681256765727  29.6508608200056  5.39916928407032  0  0  0  1  0
"568"  40.7619719311167  4.38377384862807  40.7619719311167  4.43552612045724  0  1  0  0  1
"569"  6.41853758768235  0.87865949111189  6.41853758768235  0.896547901361615  0  0  1  0  0
"570"  15.0043961735409  3.15872440184186  15.0043961735409  3.61491564381587  0  0  0  1  0
"571"  15.5094466785914  0.639292866517274  15.5094466785914  0.630749513687982  0  0  1  0  0
"572"  17.024598193743  1.05128047826312  17.024598193743  1.53124609148673  0  0  0  1  0
"573"  21.5700527391975  0.500883117414991  21.5700527391975  0.0348051657005942  0  1  0  0  0
"574"  26.115507284652  4.96736387857967  26.115507284652  5.10468544201725  0  0  0  1  0
"575"  31.6710628402076  5.84395284648216  31.6710628402076  5.98404086870304  0  0  0  1  0
"576"  32.6811638503086  0.355967858540514  32.6811638503086  0.598266336102658  0  0  1  0  0
"577"  37.2266183957632  4.47877718885028  37.2266183957632  4.28798817311943  0  0  1  0  0
"578"  39.2468204159652  1.17340238334381  39.2468204159652  1.60809216334254  0  1  0  0  0
"579"  41.2670224361672  5.21627957339595  41.2670224361672  5.23597995972458  0  0  1  0  1
"580"  2.37813354727831  0.85607998729223  2.37813354727831  1.2531482649921  0  0  1  0  0
"581"  5.91348708263185  1.79149088064052  5.91348708263185  1.71662617717712  0  0  1  0  0
"582"  23.5902547593995  1.17524254007639  23.5902547593995  1.28897884057277  1  0  0  0  0
"583"  27.1256082947531  0.865704902642804  27.1256082947531  0.366309600611615  0  0  1  0  0
"584"  35.2064163755611  5.65923794160774  35.2064163755611  5.93718350596903  0  1  0  0  0
"585"  36.7215678907127  5.68421187999485  36.7215678907127  5.54676658732643  0  0  1  0  0
"586"  37.2266183957632  4.47877718885028  37.2266183957632  4.46029003341281  0  0  1  0  0
"587"  38.7417699109147  6.14745268086364  38.7417699109147  5.97181958542598  0  0  0  1  0
"588"  40.2569214260662  5.99187401450466  40.2569214260662  5.98189905612957  0  1  0  0  0
"589"  40.7619719311167  4.38377384862807  40.7619719311167  4.68735016810652  1  0  0  0  0
"590"  44.2973254664702  5.90543044698975  44.2973254664702  6.14420847213446  0  0  1  0  1
"591"  2.37813354727831  0.85607998729223  2.37813354727831  1.02285078754188  0  1  0  0  0
"592"  7.93368910283387  0.476167002577675  7.93368910283387  0.843130764203486  0  1  0  0  0
"593"  9.95389112303589  0.370129135105639  9.95389112303589  0.725198127929002  0  1  0  0  0
"594"  13.4892446583894  0.402653069669581  13.4892446583894  0.765876844493872  0  0  0  1  0
"595"  14.4993456684904  5.45220257550964  14.4993456684904  4.97778469253818  1  0  0  0  0
"596"  16.5195476886925  4.70042118543384  16.5195476886925  4.49303884335419  0  1  0  0  0
"597"  18.5397497088945  5.14797100547599  18.5397497088945  4.71605361841516  0  0  0  1  0
"598"  25.6104567796015  5.46101197379612  25.6104567796015  5.81238996994652  0  0  1  0  0
"599"  27.1256082947531  0.865704902642804  27.1256082947531  0.874806076017606  1  0  0  0  0
"600"  36.2165173856622  0.231800758958318  36.2165173856622  0.430141875034653  0  0  0  1  0
"601"  45.8124769816217  1.47842494386062  45.8124769816217  1.15763313473948  0  0  1  0  0
"602"  47.3276284967733  5.11755931708451  47.3276284967733  4.62655567778695  0  0  1  0  1
